Lat_DD,Lon_DD
10.66,36.96
10.66,36.96
10.66,36.96
10.66,36.96
10.66,36.96
10.66,36.96
10.66,36.96
10.66,36.96
10.66,36.96
10.66,36.96
10.66,36.96
